skills_text,domain_label,difficulty_level
"WebSockets, performance optimization, ReactJS, Node.js, TypeScript, PostgreSQL, Express, React, Redux, NodeJS, Git, Node, JavaScript, React.js, CI/CD, MongoDB",Full Stack Developer,Hard
"Redis, FastAPI, PostgreSQL, MongoDB, Python API, Python, Git, scrum, SQL, REST API, authentication, Jira, Flask, fast api",Backend Developer,Easy
"neural networks, huggingface, machine learning, pandas, ONNX, computer vision, RLHF",AI/ML Engineer,Medium
"python, presentation, pandas, regression, Confluence, Spark, A/B testing, SQL, statistics, matplotlib, seaborn",Data Scientist,Medium
"A/B testing, seaborn, Jira, pandas, statistics, communication, clustering, matplotlib",Data Scientist,Medium
"Jenkins, Docker, Bash scripting, teamwork, Git, Ansible, AWS, Helm, Istio, Python",DevOps Engineer,Hard
"debugging, agile, performance profiling, object oriented, OOP, Java, data structures, algorithms, concurrency, C++, system design, object-oriented programming, problem solving",Software Engineer,Medium
"time series, regression, pandas, scikit-learn, numpy, hypothesis testing, A/B testing",Data Scientist,Medium
"deep learning, python, tensorflow, teamwork, neural networks, machine learning, triton, scikit-learn, LSTM, documentation, huggingface",AI/ML Engineer,Medium
"Pytest, Postman, performance testing, API testing, Docker, Cypress, test planning, Python, scrum, CI/CD",QA Automation Engineer,Medium
"HTML, teamwork, Figma, design systems, prototyping, communication, user flows, CSS, Framer, eye tracking, Adobe XD, interaction design, user research",UI/UX Designer,Medium
"Bluetooth, Firebase, native modules, Git, iOS, JavaScript, Jira, Flutter",Mobile App Developer,Medium
"matplotlib, regression, statistics, numpy, A/B testing, teamwork, Jupyter, pandas, time management, clustering, SQL, scikit-learn",Data Scientist,Medium
"threat detection, firewalls, Linux, penetration testing, cryptography, OWASP, vulnerability assessment, leadership, Nmap, exploit development, time management",Cybersecurity Analyst,Medium
"Pytest, Cypress, test automation, Selenium, BDD, test planning, Cucumber, Python, scrum, CI/CD, Docker",QA Automation Engineer,Medium
"JUnit, Python, SQL, Selenium, BDD, Postman, Cucumber, Cypress, Confluence",QA Automation Engineer,Easy
"neural networks, numpy, computer vision, convolutional neural network, LSTM, MLOps, machine learning, huggingface, image classification, pandas, CUDA, triton, python, documentation, transformers, CNN, teamwork",AI/ML Engineer,Hard
"AWS, Jira, Kubernetes, VPC, Azure, EC2, load balancing, IAM, communication, Terraform",Cloud Engineer,Medium
"networking, Lambda, AWS, EC2, Amazon cloud, SLA design, Amazon Web Services, Azure, S3, Kubernetes, Linux",Cloud Engineer,Hard
"FastAPI, Docker, server-side development, fast api, Node.js, Python API, PostgreSQL, Git, Redis",Backend Developer,Easy
"safety-critical systems, UART, RTOS, real-time operating system, FreeRTOS, firmware, ARM Cortex, ARM architecture, C++, ARM",Embedded Systems Engineer,Medium
"OOP, code review, object-oriented programming, Linux, system design, scrum, data structures, Go, object oriented, algorithms, problem solving",Software Engineer,Medium
"Git, API testing, SQL, Selenium, leadership, test planning, Postman",QA Automation Engineer,Easy
"IAM, FinOps, GCP, CDN, networking, Confluence, Kubernetes, serverless",Cloud Engineer,Hard
"communication, hypothesis testing, data wrangling, Spark, pandas, statistics, clustering, SQL, time management, regression, dbt, Airflow, python",Data Scientist,Hard
"Grafana, Git, Python, observability, Terraform, incident management, SLO/SLA",Site Reliability Engineer,Easy
"Truffle, Ethereum, DeFi, scrum, consensus algorithms, NFT, IPFS, Web3.js, smart contracts, JavaScript",Blockchain Developer,Easy
"on-call, Jaeger, Go, Terraform, Confluence, Python, runbooks, Linux",Site Reliability Engineer,Medium
"data visualization, dbt, KPI tracking, documentation, data cleaning, teamwork, reporting, Power BI",Data Analyst,Medium
"Git, Python, SQL, Redis, Flask, Kafka, RabbitMQ, JWT, Docker",Backend Developer,Hard
"AWS, Kubernetes, distributed tracing, leadership, Python, Git, observability, Go",Site Reliability Engineer,Hard
"Docker, incident management, Terraform, Python, AWS, Prometheus, Go, ELK stack",Site Reliability Engineer,Medium
"user research, usability testing, motion design, Figma design, UI design tool, Adobe XD, CSS, user flows, Figma, communication, accessibility, Sketch, Framer, scrum, prototyping",UI/UX Designer,Medium
"data visualization, Google Sheets, communication, SQL, business intelligence, reporting, KPI tracking, Excel",Data Analyst,Easy
"Docker, REST API, HTML, Kubernetes, GraphQL, JWT, JavaScript, SSR, documentation, CSS, Express",Full Stack Developer,Hard
"Docker, fast api, FastAPI, scrum, MongoDB, Django, Python API, REST API, Git, agile, PostgreSQL, Node.js",Backend Developer,Easy
"Git, Swift, REST API, app store deployment, Flutter, React Native, communication",Mobile App Developer,Medium
"REST API, Express, Git, scrum, Next.js, MongoDB, Node.js, GraphQL, React",Full Stack Developer,Easy
"Solidity, Rust, IPFS, DeFi, communication, smart contracts, Ethereum, Truffle",Blockchain Developer,Medium
"SLO/SLA, ELK stack, Linux, ELK, Python, Go, Elasticsearch Logstash Kibana, OpenTelemetry, agile, Git",Site Reliability Engineer,Medium
"machine learning, tensorflow, RNN, TF, OpenCV, scikit-learn, keras, TensorFlow, huggingface, model evaluation",AI/ML Engineer,Easy
"clustering, statistics, regression, hypothesis testing, Jupyter, pandas, Bayesian statistics, Confluence",Data Scientist,Medium
"firmware, ARM, microcontrollers, C++, SPI, RTOS, Linux kernel",Embedded Systems Engineer,Easy
"JWT, caching strategies, Docker, Node.js, FastAPI, Django REST framework, REST API, SQL, Django",Backend Developer,Medium
"feature selection, Jira, classification, matplotlib, leadership, clustering, A/B testing, statistics, numpy, scikit-learn",Data Scientist,Medium
"scikit-learn, computer vision, numpy, pandas, keras, model evaluation, MLOps",AI/ML Engineer,Medium
"teamwork, OAuth, TypeScript, HTML, Docker, MongoDB, JavaScript, Jira, PostgreSQL, GraphQL, Git",Full Stack Developer,Medium
"networking, leadership, Linux, S3, Lambda, Azure, EC2",Cloud Engineer,Easy
"Git, Flutter, Kotlin, Firebase, mobile UI, React Native, communication, REST API, JavaScript, Redux, scrum",Mobile App Developer,Easy
"fast api, documentation, MongoDB, Node.js, FastAPI, Kafka, server-side development, REST API, time management, Python API, Docker",Backend Developer,Medium
"accessibility, Figma, usability testing, design tokens, Framer, CSS, design systems, information architecture, prototyping, HTML, eye tracking",UI/UX Designer,Hard
"contract testing, performance testing, test automation, Git, Cucumber, BDD, Python",QA Automation Engineer,Medium
"DAO governance, smart contracts, cryptography, IPFS, communication, scrum, Hardhat, Web3.js",Blockchain Developer,Medium
"user flows, prototyping, accessibility, Sketch, user research, design systems, information architecture, component libraries",UI/UX Designer,Medium
"Google Sheets, Confluence, SQL, Tableau, pivot tables, teamwork, reporting",Data Analyst,Easy
"Amazon cloud, communication, IAM, documentation, Amazon Web Services, EC2, serverless, AWS, CDN, Kubernetes, Terraform",Cloud Engineer,Hard
"debugging, C, ARM, firmware, Python, microcontrollers, DSP, SPI, RTOS",Embedded Systems Engineer,Medium
"communication, Go, Solidity, cryptography, Ethereum, JavaScript",Blockchain Developer,Medium
"Terraform, Confluence, IAM, Kubernetes, cloud architecture, Pulumi, load balancing, AWS, GCP",Cloud Engineer,Hard
"NFT, cryptography, agile, Web3.js, Truffle, Hardhat, Ethereum, smart contracts, Solidity, DAO governance, JavaScript, Rust",Blockchain Developer,Medium
"teamwork, Wireshark, firewalls, Python, incident response, penetration testing, Linux, time management, threat detection, vulnerability assessment, network security",Cybersecurity Analyst,Easy
"CNN, Jira, pandas, scikit-learn, model quantization, numpy, neural networks, Confluence, LLM, python, MLOps, convolutional neural network, image classification, deep learning, LSTM",AI/ML Engineer,Hard
"tensorflow, Confluence, pandas, keras, computer vision, huggingface, scikit-learn, RNN",AI/ML Engineer,Easy
"keras, neural networks, feature engineering, scikit-learn, pandas, presentation, huggingface",AI/ML Engineer,Easy
"ETL, advanced SQL, KPI tracking, Tableau, data cleaning, data visualization, Metabase, Google Sheets, Power BI, teamwork, reporting",Data Analyst,Medium
"Git, Docker, JavaScript, TypeScript, CI/CD, Node.js, MongoDB, Next.js, performance optimization",Full Stack Developer,Medium
"Wireshark, forensics, Nmap, vulnerability assessment, firewalls, cryptography, scrum, threat detection, SOC",Cybersecurity Analyst,Medium
"cryptography, threat intelligence, SOC, threat detection, Nmap, Python, network security, Linux, zero trust, penetration testing",Cybersecurity Analyst,Medium
"behavior-driven development, Selenium WebDriver, performance testing, BDD, Selenium, Cypress, Docker, Jira, documentation, Pytest, test planning, contract testing, Postman",QA Automation Engineer,Medium
"threat intelligence, SIEM, scrum, threat detection, Linux, time management, Nmap, Python, firewalls, Wireshark",Cybersecurity Analyst,Medium
"cloud architecture, Docker, Lambda, AWS, S3, Pulumi, VPC, GCP, Terraform",Cloud Engineer,Medium
"multi-cloud, IAM, Google Cloud, Lambda, GCP, EC2, S3, FinOps, Google Cloud Platform, Docker, AWS",Cloud Engineer,Hard
"native modules, Firebase, iOS, REST API, Dart, React Native, Kotlin, mobile UI",Mobile App Developer,Medium
"machine learning, tensorflow, distributed training, pandas, deep learning, OpenCV, numpy, LSTM, neural networks, pytorch",AI/ML Engineer,Medium
"Pact, Git, Docker, Cucumber, leadership, BDD, JUnit, visual regression, JMeter, Python, test planning, Postman, Confluence",QA Automation Engineer,Hard
"Linux, documentation, runbooks, Kubernetes, Go, observability, incident management, Terraform",Site Reliability Engineer,Medium
"data visualization, Python, reporting, Power BI, SQL, Excel, Google Sheets, KPI tracking, pivot tables, data cleaning",Data Analyst,Easy
"TypeScript, performance optimization, app store deployment, Dart, Android, mobile UI, native modules, Git, Swift, React Native, JavaScript",Mobile App Developer,Hard
"KPI tracking, PowerBI, Excel, Microsoft Power BI, reporting, Google Sheets, pivot tables, Power BI, communication, dashboard design, SQL, business intelligence, data visualization",Data Analyst,Easy
"Solidity, Go, Web3.js, DeFi, consensus algorithms, Web3, web3, smart contracts",Blockchain Developer,Medium
"Jira, Redux, app store deployment, iOS, offline-first, Dart, Firebase, scrum, REST API, mobile UI, Git",Mobile App Developer,Medium
"DeFi, NFT, IPFS, Layer 2, Web3.js, smart contracts, Go, cross-chain bridges, Cosmos SDK, Solidity",Blockchain Developer,Hard
"push notifications, TypeScript, React Native, Flutter, Android, iOS, mobile UI, Confluence, JavaScript, Dart",Mobile App Developer,Medium
"LSTM, numpy, deep learning, transformers, Jira, huggingface, machine learning, computer vision, LLM, python, pandas, OpenCV",AI/ML Engineer,Medium
"A/B testing, R, matplotlib, SQL, regression, scrum, clustering, classification, data wrangling, pandas, statistics, presentation",Data Scientist,Medium
"Swift, documentation, Dart, Flutter, Git, Android, JavaScript, mobile UI, ARKit, React Native, scrum",Mobile App Developer,Medium
"IAM, leadership, Azure, Docker, teamwork, networking, Lambda, Terraform, CDN, Linux, VPC, cloud architecture, FinOps",Cloud Engineer,Medium
"matplotlib, Jupyter, regression, pandas, statistics, python, causal inference, clustering, numpy, scikit-learn, data wrangling",Data Scientist,Medium
"Linux, firewalls, SOC, penetration testing, SIEM, network security, Python, Jira, OWASP, Wireshark, security information and event management",Cybersecurity Analyst,Easy
"Django, Go, server-side development, Django REST framework, Flask, FastAPI, Node.js, REST API, Git, Python",Backend Developer,Medium
"information architecture, Sketch, user research, wireframing, design systems, CSS",UI/UX Designer,Easy
"SRE practices, Grafana, Docker, Prometheus, Git, Terraform, Python, time management, Jenkins, Linux, Kubernetes",DevOps Engineer,Medium
"data structures, problem solving, unit testing, algorithms, Java, SQL, C++, OOP",Software Engineer,Easy
"PostgreSQL, FastAPI, gRPC, Flask, Django, RabbitMQ, Kafka, Jira, Django REST framework, presentation, MongoDB, Python, Docker, REST API",Backend Developer,Hard
"CSS, design systems, prototyping, accessibility, wireframing",UI/UX Designer,Easy
"pandas, python, classification, Jupyter, data wrangling, numpy, hypothesis testing, clustering",Data Scientist,Easy
"leadership, communication, OpenTelemetry, capacity planning, error budgets, Grafana, Docker, Python, runbooks, Linux",Site Reliability Engineer,Hard
"networking, Docker, CDN, cloud architecture, Jira, EC2, scrum, Azure",Cloud Engineer,Easy
"I2C, presentation, debugging, AUTOSAR, GPIO, microcontrollers, SPI, Linux kernel, RTOS, C++",Embedded Systems Engineer,Medium
"scikit-learn, triton, model evaluation, transformers, machine learning, time management, tensorflow, MLOps",AI/ML Engineer,Medium
"test planning, contract testing, Cypress, Python, scrum, communication, test automation, BDD, API testing, Postman",QA Automation Engineer,Medium
"python, scikit-learn, pandas, clustering, documentation, leadership, SQL, numpy, regression",Data Scientist,Easy
